Date,Year,Month,Mine,Latitude,Longitude,Planned_Production_Tonnes,Actual_Production_Tonnes,Production_Shortfall_Tonnes,Shortfall_Percentage,Operational_Efficiency,Equipment_Availability,Weather_Impact,Shortfall_Risk,Reference_Basis
2021-07-01,2021,7,Tirodi,21.7,80.0,10484.84,7013.94,3470.9,33.1,0.968,0.781,0.885,High,MOIL official/public historical production trends
2021-07-01,2021,7,Ukwa,21.8,80.1,10853.74,6271.35,4582.39,42.22,0.918,0.85,0.741,High,MOIL official/public historical production trends
2021-08-01,2021,8,Balaghat,21.84995,80.22672,13737.14,7290.36,6446.77,46.93,0.801,0.833,0.795,High,MOIL official/public historical production trends
2021-08-01,2021,8,Beldongri,21.45,79.85,6078.25,3413.46,2664.79,43.84,0.869,0.837,0.772,High,MOIL official/public historical production trends
2021-08-01,2021,8,Chikla,21.65,79.7,7293.45,4001.06,3292.39,45.14,0.89,0.785,0.785,High,MOIL official/public historical production trends
2021-08-01,2021,8,Dongri Buzurg,21.95,80.15,9918.93,6726.41,3192.51,32.19,0.983,0.841,0.821,High,MOIL official/public historical production trends
2021-08-01,2021,8,Gumgaon,21.3,79.1,6342.06,3243.48,3098.58,48.86,0.933,0.795,0.69,High,MOIL official/public historical production trends
2021-08-01,2021,8,Kandri,21.35,79.05,6609.75,4375.16,2234.59,33.81,0.817,0.999,0.811,High,MOIL official/public historical production trends
2021-08-01,2021,8,Munsar,21.4,79.2,5580.79,3001.07,2579.72,46.23,0.95,0.802,0.705,High,MOIL official/public historical production trends
2021-08-01,2021,8,Sitapatore,21.5,79.3,6460.46,3023.01,3437.45,53.21,0.807,0.868,0.668,High,MOIL official/public historical production trends
2021-08-01,2021,8,Tirodi,21.7,80.0,10275.53,6114.01,4161.52,40.5,0.891,0.881,0.758,High,MOIL official/public historical production trends
2021-08-01,2021,8,Ukwa,21.8,80.1,10897.94,6523.28,4374.66,40.14,0.831,0.795,0.905,High,MOIL official/public historical production trends
2021-09-01,2021,9,Balaghat,21.84995,80.22672,15189.71,7763.73,7425.98,48.89,0.854,0.911,0.657,High,MOIL official/public historical production trends
2021-09-01,2021,9,Beldongri,21.45,79.85,6499.33,3980.89,2518.44,38.75,0.943,0.915,0.71,High,MOIL official/public historical production trends
2021-09-01,2021,9,Chikla,21.65,79.7,8421.12,5144.04,3277.08,38.91,0.934,0.755,0.866,High,MOIL official/public historical production trends
2021-09-01,2021,9,Dongri Buzurg,21.95,80.15,11167.55,6020.65,5146.9,46.09,0.931,0.81,0.716,High,MOIL official/public historical production trends
2021-09-01,2021,9,Gumgaon,21.3,79.1,7863.28,6071.94,1791.34,22.78,0.971,0.958,0.83,Medium,MOIL official/public historical production trends
2021-09-01,2021,9,Kandri,21.35,79.05,7465.37,4202.67,3262.7,43.7,0.859,0.974,0.673,High,MOIL official/public historical production trends
2021-09-01,2021,9,Munsar,21.4,79.2,6534.15,3196.57,3337.58,51.08,0.805,0.795,0.764,High,MOIL official/public historical production trends
2021-09-01,2021,9,Sitapatore,21.5,79.3,7994.36,4842.5,3151.86,39.43,0.963,0.835,0.753,High,MOIL official/public historical production trends
2021-09-01,2021,9,Tirodi,21.7,80.0,11642.65,7195.06,4447.59,38.2,0.854,0.906,0.799,High,MOIL official/public historical production trends
2021-09-01,2021,9,Ukwa,21.8,80.1,12420.16,7242.94,5177.22,41.68,0.859,0.987,0.688,High,MOIL official/public historical production trends
2021-10-01,2021,10,Balaghat,21.84995,80.22672,18078.35,15323.09,2755.27,15.24,0.897,0.974,0.97,Medium,MOIL official/public historical production trends
2021-10-01,2021,10,Beldongri,21.45,79.85,7571.16,4635.12,2936.04,38.78,0.804,0.817,0.931,High,MOIL official/public historical production trends
2021-10-01,2021,10,Chikla,21.65,79.7,9938.6,6478.01,3460.6,34.82,0.852,0.785,0.975,High,MOIL official/public historical production trends
2021-10-01,2021,10,Dongri Buzurg,21.95,80.15,13710.37,8765.89,4944.48,36.06,0.905,0.793,0.891,High,MOIL official/public historical production trends
2021-10-01,2021,10,Gumgaon,21.3,79.1,8298.08,5953.17,2344.92,28.26,0.983,0.779,0.936,High,MOIL official/public historical production trends
2021-10-01,2021,10,Kandri,21.35,79.05,8520.97,6903.92,1617.05,18.98,0.911,0.913,0.974,Medium,MOIL official/public historical production trends
2021-10-01,2021,10,Munsar,21.4,79.2,7404.26,4588.17,2816.08,38.03,0.802,0.784,0.985,High,MOIL official/public historical production trends
2021-10-01,2021,10,Sitapatore,21.5,79.3,9043.9,7109.13,1934.78,21.39,0.919,0.9,0.95,Medium,MOIL official/public historical production trends
2021-10-01,2021,10,Tirodi,21.7,80.0,12652.41,9645.34,3007.07,23.77,0.983,0.855,0.907,Medium,MOIL official/public historical production trends
2021-10-01,2021,10,Ukwa,21.8,80.1,14193.47,8736.31,5457.16,38.45,0.809,0.792,0.961,High,MOIL official/public historical production trends
2021-11-01,2021,11,Balaghat,21.84995,80.22672,18674.17,12670.76,6003.42,32.15,0.921,0.811,0.908,High,MOIL official/public historical production trends
2021-11-01,2021,11,Beldongri,21.45,79.85,8345.49,6046.75,2298.74,27.54,0.871,0.93,0.895,High,MOIL official/public historical production trends
2021-11-01,2021,11,Chikla,21.65,79.7,11034.33,8961.74,2072.58,18.78,0.895,0.916,0.991,Medium,MOIL official/public historical production trends
2021-11-01,2021,11,Dongri Buzurg,21.95,80.15,14955.3,8496.43,6458.87,43.19,0.843,0.758,0.889,High,MOIL official/public historical production trends
2021-11-01,2021,11,Gumgaon,21.3,79.1,9836.23,6545.34,3290.89,33.46,0.81,0.874,0.94,High,MOIL official/public historical production trends
2021-11-01,2021,11,Kandri,21.35,79.05,9582.08,6115.84,3466.24,36.17,0.954,0.777,0.861,High,MOIL official/public historical production trends
2021-11-01,2021,11,Munsar,21.4,79.2,8720.19,6616.66,2103.53,24.12,0.899,0.922,0.915,Medium,MOIL official/public historical production trends
2021-11-01,2021,11,Sitapatore,21.5,79.3,9496.49,8295.79,1200.7,12.64,0.964,0.95,0.954,Medium,MOIL official/public historical production trends
2021-11-01,2021,11,Tirodi,21.7,80.0,14282.37,9515.94,4766.43,33.37,0.918,0.84,0.864,High,MOIL official/public historical production trends
2021-11-01,2021,11,Ukwa,21.8,80.1,16494.08,12356.92,4137.16,25.08,0.827,0.988,0.917,High,MOIL official/public historical production trends
2021-12-01,2021,12,Balaghat,21.84995,80.22672,22846.98,19287.41,3559.57,15.58,0.908,0.968,0.96,Medium,MOIL official/public historical production trends
2021-12-01,2021,12,Beldongri,21.45,79.85,10636.9,8941.59,1695.31,15.94,0.932,0.923,0.977,Medium,MOIL official/public historical production trends
2021-12-01,2021,12,Chikla,21.65,79.7,12937.06,9337.08,3599.98,27.83,0.898,0.805,0.998,High,MOIL official/public historical production trends
2021-12-01,2021,12,Dongri Buzurg,21.95,80.15,18477.95,13674.2,4803.75,26.0,0.808,0.926,0.989,High,MOIL official/public historical production trends
2021-12-01,2021,12,Gumgaon,21.3,79.1,11418.11,8731.4,2686.71,23.53,0.914,0.979,0.855,Medium,MOIL official/public historical production trends
2021-12-01,2021,12,Kandri,21.35,79.05,12027.73,10098.05,1929.68,16.04,0.859,0.981,0.996,Medium,MOIL official/public historical production trends
2021-12-01,2021,12,Munsar,21.4,79.2,10779.02,9095.71,1683.31,15.62,0.895,0.966,0.977,Medium,MOIL official/public historical production trends
2021-12-01,2021,12,Sitapatore,21.5,79.3,11581.5,7978.1,3603.4,31.11,0.966,0.759,0.939,High,MOIL official/public historical production trends
2021-12-01,2021,12,Tirodi,21.7,80.0,17214.63,10415.87,6798.76,39.49,0.824,0.769,0.954,High,MOIL official/public historical production trends
2021-12-01,2021,12,Ukwa,21.8,80.1,18859.76,12254.68,6605.08,35.02,0.945,0.766,0.897,High,MOIL official/public historical production trends
2022-01-01,2022,1,Balaghat,21.84995,80.22672,16087.9,12071.57,4016.33,24.96,0.958,0.83,0.944,Medium,MOIL official/public historical production trends
2022-01-01,2022,1,Beldongri,21.45,79.85,7281.37,4637.9,2643.47,36.3,0.923,0.808,0.854,High,MOIL official/public historical production trends
2022-01-01,2022,1,Chikla,21.65,79.7,9347.45,6767.67,2579.77,27.6,0.804,0.969,0.929,High,MOIL official/public historical production trends
2022-01-01,2022,1,Dongri Buzurg,21.95,80.15,12546.15,10862.9,1683.25,13.42,0.96,0.999,0.903,Medium,MOIL official/public historical production trends
2022-01-01,2022,1,Gumgaon,21.3,79.1,8226.39,5948.62,2277.77,27.69,0.88,0.87,0.944,High,MOIL official/public historical production trends
2022-01-01,2022,1,Kandri,21.35,79.05,8311.71,7123.6,1188.11,14.29,0.997,0.942,0.913,Medium,MOIL official/public historical production trends
2022-01-01,2022,1,Munsar,21.4,79.2,6955.63,4624.33,2331.3,33.52,0.948,0.81,0.867,High,MOIL official/public historical production trends
2022-01-01,2022,1,Sitapatore,21.5,79.3,7895.83,4937.83,2957.99,37.46,0.857,0.824,0.885,High,MOIL official/public historical production trends
2022-01-01,2022,1,Tirodi,21.7,80.0,11468.13,8398.64,3069.49,26.77,0.804,0.997,0.914,High,MOIL official/public historical production trends
2022-01-01,2022,1,Ukwa,21.8,80.1,12869.39,9618.1,3251.29,25.26,0.936,0.805,0.992,High,MOIL official/public historical production trends
2022-02-01,2022,2,Balaghat,21.84995,80.22672,16483.47,11309.7,5173.77,31.39,0.818,0.854,0.982,High,MOIL official/public historical production trends
2022-02-01,2022,2,Beldongri,21.45,79.85,7322.56,5171.79,2150.77,29.37,0.893,0.903,0.875,High,MOIL official/public historical production trends
2022-02-01,2022,2,Chikla,21.65,79.7,9456.58,7474.26,1982.32,20.96,0.846,0.986,0.947,Medium,MOIL official/public historical production trends
2022-02-01,2022,2,Dongri Buzurg,21.95,80.15,12147.94,7761.44,4386.5,36.11,0.903,0.808,0.876,High,MOIL official/public historical production trends
2022-02-01,2022,2,Gumgaon,21.3,79.1,7788.35,5561.1,2227.25,28.6,0.837,0.945,0.903,High,MOIL official/public historical production trends
2022-02-01,2022,2,Kandri,21.35,79.05,7658.04,7309.51,348.52,4.55,0.994,0.971,0.989,Low,MOIL official/public historical production trends
2022-02-01,2022,2,Munsar,21.4,79.2,7357.74,5025.88,2331.85,31.69,0.835,0.849,0.964,High,MOIL official/public historical production trends
2022-02-01,2022,2,Sitapatore,21.5,79.3,8169.37,5721.26,2448.11,29.97,0.831,0.954,0.884,High,MOIL official/public historical production trends
2022-02-01,2022,2,Tirodi,21.7,80.0,11686.53,8925.19,2761.34,23.63,0.907,0.898,0.937,Medium,MOIL official/public historical production trends
2022-02-01,2022,2,Ukwa,21.8,80.1,12488.12,8646.83,3841.29,30.76,0.975,0.816,0.869,High,MOIL official/public historical production trends
2022-03-01,2022,3,Balaghat,21.84995,80.22672,18867.25,17539.46,1327.78,7.04,0.991,0.966,0.971,Low,MOIL official/public historical production trends
2022-03-01,2022,3,Beldongri,21.45,79.85,8068.89,5164.85,2904.04,35.99,0.91,0.772,0.911,High,MOIL official/public historical production trends
2022-03-01,2022,3,Chikla,21.65,79.7,10085.63,7393.52,2692.12,26.69,0.852,0.931,0.924,High,MOIL official/public historical production trends
2022-03-01,2022,3,Dongri Buzurg,21.95,80.15,13050.27,8737.11,4313.16,33.05,0.844,0.921,0.861,High,MOIL official/public historical production trends
2022-03-01,2022,3,Gumgaon,21.3,79.1,9399.53,6903.57,2495.96,26.55,0.899,0.87,0.939,High,MOIL official/public historical production trends
2022-03-01,2022,3,Kandri,21.35,79.05,9375.45,7007.97,2367.47,25.25,0.87,0.92,0.935,High,MOIL official/public historical production trends
2022-03-01,2022,3,Munsar,21.4,79.2,7760.43,6820.29,940.14,12.11,0.976,0.949,0.949,Medium,MOIL official/public historical production trends
2022-03-01,2022,3,Sitapatore,21.5,79.3,9398.97,8275.04,1123.92,11.96,0.973,0.927,0.976,Medium,MOIL official/public historical production trends
2022-03-01,2022,3,Tirodi,21.7,80.0,13889.9,11325.42,2564.47,18.46,0.936,0.905,0.963,Medium,MOIL official/public historical production trends
2022-03-01,2022,3,Ukwa,21.8,80.1,14252.24,11505.96,2746.28,19.27,0.976,0.968,0.854,Medium,MOIL official/public historical production trends
2022-04-01,2022,4,Balaghat,21.84995,80.22672,17649.84,11684.61,5965.22,33.8,0.826,0.834,0.962,High,MOIL official/public historical production trends
2022-04-01,2022,4,Beldongri,21.45,79.85,7224.46,6176.57,1047.89,14.5,0.964,0.958,0.926,Medium,MOIL official/public historical production trends
2022-04-01,2022,4,Chikla,21.65,79.7,9140.17,7066.33,2073.84,22.69,0.857,0.904,0.997,Medium,MOIL official/public historical production trends
2022-04-01,2022,4,Dongri Buzurg,21.95,80.15,12988.67,9359.63,3629.04,27.94,0.852,0.909,0.931,High,MOIL official/public historical production trends
2022-04-01,2022,4,Gumgaon,21.3,79.1,8785.63,6318.45,2467.18,28.08,0.821,0.94,0.931,High,MOIL official/public historical production trends
2022-04-01,2022,4,Kandri,21.35,79.05,8942.16,6980.05,1962.1,21.94,0.868,0.908,0.99,Medium,MOIL official/public historical production trends
2022-04-01,2022,4,Munsar,21.4,79.2,7180.9,5623.37,1557.53,21.69,0.987,0.922,0.86,Medium,MOIL official/public historical production trends
2022-04-01,2022,4,Sitapatore,21.5,79.3,8376.36,5669.32,2707.03,32.32,0.942,0.767,0.937,High,MOIL official/public historical production trends
2022-04-01,2022,4,Tirodi,21.7,80.0,12622.12,8711.1,3911.02,30.99,0.924,0.761,0.981,High,MOIL official/public historical production trends
2022-04-01,2022,4,Ukwa,21.8,80.1,14545.58,11782.2,2763.38,19.0,0.994,0.937,0.87,Medium,MOIL official/public historical production trends
2022-05-01,2022,5,Balaghat,21.84995,80.22672,18630.27,10180.31,8449.96,45.36,0.805,0.756,0.899,High,MOIL official/public historical production trends
2022-05-01,2022,5,Beldongri,21.45,79.85,7936.51,6393.03,1543.48,19.45,0.954,0.921,0.917,Medium,MOIL official/public historical production trends
2022-05-01,2022,5,Chikla,21.65,79.7,9984.44,7843.84,2140.6,21.44,0.999,0.857,0.918,Medium,MOIL official/public historical production trends
2022-05-01,2022,5,Dongri Buzurg,21.95,80.15,13162.75,10293.54,2869.2,21.8,0.959,0.923,0.883,Medium,MOIL official/public historical production trends
2022-05-01,2022,5,Gumgaon,21.3,79.1,8701.39,6630.6,2070.8,23.8,0.936,0.914,0.891,Medium,MOIL official/public historical production trends
2022-05-01,2022,5,Kandri,21.35,79.05,9490.03,6703.43,2786.6,29.36,0.83,0.858,0.992,High,MOIL official/public historical production trends
2022-05-01,2022,5,Munsar,21.4,79.2,7881.76,5534.61,2347.15,29.78,0.928,0.849,0.891,High,MOIL official/public historical production trends
2022-05-01,2022,5,Sitapatore,21.5,79.3,9520.1,7229.13,2290.97,24.06,0.882,0.974,0.884,Medium,MOIL official/public historical production trends
2022-05-01,2022,5,Tirodi,21.7,80.0,13230.15,8815.27,4414.88,33.37,0.806,0.913,0.905,High,MOIL official/public historical production trends
2022-05-01,2022,5,Ukwa,21.8,80.1,15293.65,11915.25,3378.4,22.09,0.895,0.992,0.878,Medium,MOIL official/public historical production trends
2022-06-01,2022,6,Balaghat,21.84995,80.22672,16615.32,12801.27,3814.05,22.96,0.955,0.943,0.855,Medium,MOIL official/public historical production trends
2022-06-01,2022,6,Beldongri,21.45,79.85,7099.26,3630.97,3468.29,48.85,0.826,0.758,0.816,High,MOIL official/public historical production trends
2022-06-01,2022,6,Chikla,21.65,79.7,9281.14,5413.98,3867.16,41.67,0.896,0.779,0.835,High,MOIL official/public historical production trends
2022-06-01,2022,6,Dongri Buzurg,21.95,80.15,11934.7,7064.05,4870.65,40.81,0.84,0.873,0.807,High,MOIL official/public historical production trends
2022-06-01,2022,6,Gumgaon,21.3,79.1,7827.22,4059.55,3767.67,48.14,0.96,0.828,0.653,High,MOIL official/public historical production trends
2022-06-01,2022,6,Kandri,21.35,79.05,7669.74,4271.8,3397.94,44.3,0.878,0.87,0.729,High,MOIL official/public historical production trends
2022-06-01,2022,6,Munsar,21.4,79.2,7147.47,5119.08,2028.38,28.38,0.972,0.945,0.78,High,MOIL official/public historical production trends
2022-06-01,2022,6,Sitapatore,21.5,79.3,7695.77,5106.34,2589.42,33.65,0.848,0.997,0.785,High,MOIL official/public historical production trends
2022-06-01,2022,6,Tirodi,21.7,80.0,12160.47,7512.67,4647.8,38.22,0.94,0.89,0.738,High,MOIL official/public historical production trends
2022-06-01,2022,6,Ukwa,21.8,80.1,13043.06,5995.63,7047.43,54.03,0.818,0.838,0.671,High,MOIL official/public historical production trends
2022-07-01,2022,7,Balaghat,21.84995,80.22672,13744.85,8776.31,4968.54,36.15,0.827,0.892,0.866,High,MOIL official/public historical production trends
2022-07-01,2022,7,Beldongri,21.45,79.85,5893.81,3205.58,2688.23,45.61,0.833,0.776,0.841,High,MOIL official/public historical production trends
2022-07-01,2022,7,Chikla,21.65,79.7,7446.08,4719.52,2726.55,36.62,0.987,0.763,0.841,High,MOIL official/public historical production trends
2022-07-01,2022,7,Dongri Buzurg,21.95,80.15,10802.4,8421.5,2380.9,22.04,0.943,0.95,0.87,Medium,MOIL official/public historical production trends
2022-07-01,2022,7,Gumgaon,21.3,79.1,6652.43,4459.73,2192.7,32.96,0.979,0.887,0.772,High,MOIL official/public historical production trends
2022-07-01,2022,7,Kandri,21.35,79.05,7043.7,3963.55,3080.15,43.73,0.905,0.933,0.666,High,MOIL official/public historical production trends
2022-07-01,2022,7,Munsar,21.4,79.2,5922.34,4356.33,1566.01,26.44,0.832,0.968,0.913,High,MOIL official/public historical production trends
2022-07-01,2022,7,Sitapatore,21.5,79.3,6830.74,4246.57,2584.17,37.83,0.836,0.947,0.785,High,MOIL official/public historical production trends
2022-07-01,2022,7,Tirodi,21.7,80.0,10473.67,7286.1,3187.57,30.43,0.944,0.807,0.913,High,MOIL official/public historical production trends
2022-07-01,2022,7,Ukwa,21.8,80.1,11453.63,5826.37,5627.26,49.13,0.84,0.92,0.658,High,MOIL official/public historical production trends
2022-08-01,2022,8,Balaghat,21.84995,80.22672,13551.47,9948.41,3603.06,26.59,0.893,0.967,0.851,High,MOIL official/public historical production trends
2022-08-01,2022,8,Beldongri,21.45,79.85,6030.73,2919.28,3111.45,51.59,0.869,0.843,0.661,High,MOIL official/public historical production trends
2022-08-01,2022,8,Chikla,21.65,79.7,8098.73,4981.77,3116.95,38.49,0.916,0.86,0.781,High,MOIL official/public historical production trends
2022-08-01,2022,8,Dongri Buzurg,21.95,80.15,10804.96,7337.46,3467.5,32.09,0.98,0.855,0.81,High,MOIL official/public historical production trends
2022-08-01,2022,8,Gumgaon,21.3,79.1,7230.35,4676.37,2553.97,35.32,0.842,0.906,0.848,High,MOIL official/public historical production trends
2022-08-01,2022,8,Kandri,21.35,79.05,6688.16,4402.35,2285.81,34.18,0.943,0.977,0.714,High,MOIL official/public historical production trends
2022-08-01,2022,8,Munsar,21.4,79.2,6362.42,3674.47,2687.95,42.25,0.836,0.964,0.717,High,MOIL official/public historical production trends
2022-08-01,2022,8,Sitapatore,21.5,79.3,7201.45,4557.55,2643.9,36.71,0.889,0.879,0.81,High,MOIL official/public historical production trends
2022-08-01,2022,8,Tirodi,21.7,80.0,10065.53,7257.33,2808.19,27.9,0.878,0.992,0.827,High,MOIL official/public historical production trends
2022-08-01,2022,8,Ukwa,21.8,80.1,11086.74,6400.08,4686.66,42.27,0.955,0.783,0.773,High,MOIL official/public historical production trends
2022-09-01,2022,9,Balaghat,21.84995,80.22672,15601.65,7463.57,8138.07,52.16,0.815,0.792,0.741,High,MOIL official/public historical production trends
2022-09-01,2022,9,Beldongri,21.45,79.85,7241.34,4382.27,2859.07,39.48,0.886,0.812,0.841,High,MOIL official/public historical production trends
2022-09-01,2022,9,Chikla,21.65,79.7,8713.72,4572.28,4141.44,47.53,0.834,0.759,0.829,High,MOIL official/public historical production trends
2022-09-01,2022,9,Dongri Buzurg,21.95,80.15,11987.97,9773.08,2214.89,18.48,0.969,0.951,0.884,Medium,MOIL official/public historical production trends
2022-09-01,2022,9,Gumgaon,21.3,79.1,7776.62,4147.83,3628.79,46.66,0.822,0.817,0.793,High,MOIL official/public historical production trends
2022-09-01,2022,9,Kandri,21.35,79.05,8362.13,4756.89,3605.24,43.11,0.808,0.781,0.902,High,MOIL official/public historical production trends
2022-09-01,2022,9,Munsar,21.4,79.2,6881.88,4322.81,2559.07,37.19,0.901,0.76,0.916,High,MOIL official/public historical production trends
2022-09-01,2022,9,Sitapatore,21.5,79.3,8384.98,5867.89,2517.08,30.02,0.801,0.988,0.884,High,MOIL official/public historical production trends
2022-09-01,2022,9,Tirodi,21.7,80.0,11964.07,6481.1,5482.97,45.83,0.903,0.872,0.688,High,MOIL official/public historical production trends
2022-09-01,2022,9,Ukwa,21.8,80.1,12408.03,8236.16,4171.86,33.62,0.862,0.926,0.832,High,MOIL official/public historical production trends
2022-10-01,2022,10,Balaghat,21.84995,80.22672,19014.65,13101.82,5912.83,31.1,0.819,0.918,0.917,High,MOIL official/public historical production trends
2022-10-01,2022,10,Beldongri,21.45,79.85,8238.05,6199.17,2038.88,24.75,0.835,0.923,0.976,Medium,MOIL official/public historical production trends
2022-10-01,2022,10,Chikla,21.65,79.7,10669.9,8236.78,2433.11,22.8,0.937,0.874,0.943,Medium,MOIL official/public historical production trends
2022-10-01,2022,10,Dongri Buzurg,21.95,80.15,14123.41,9679.66,4443.75,31.46,0.914,0.758,0.99,High,MOIL official/public historical production trends
2022-10-01,2022,10,Gumgaon,21.3,79.1,9252.72,6601.21,2651.51,28.66,0.935,0.804,0.949,High,MOIL official/public historical production trends
2022-10-01,2022,10,Kandri,21.35,79.05,8984.24,6157.75,2826.49,31.46,0.93,0.777,0.949,High,MOIL official/public historical production trends
2022-10-01,2022,10,Munsar,21.4,79.2,8342.35,6118.32,2224.03,26.66,0.81,0.994,0.911,High,MOIL official/public historical production trends
2022-10-01,2022,10,Sitapatore,21.5,79.3,9417.28,7717.27,1700.02,18.05,0.956,0.892,0.961,Medium,MOIL official/public historical production trends
2022-10-01,2022,10,Tirodi,21.7,80.0,14136.5,9840.5,4296.0,30.39,0.881,0.832,0.95,High,MOIL official/public historical production trends
2022-10-01,2022,10,Ukwa,21.8,80.1,15210.26,12590.32,2619.93,17.22,0.952,0.949,0.915,Medium,MOIL official/public historical production trends
2022-11-01,2022,11,Balaghat,21.84995,80.22672,20942.98,13011.92,7931.06,37.87,0.824,0.886,0.851,High,MOIL official/public historical production trends
2022-11-01,2022,11,Beldongri,21.45,79.85,8724.53,6173.42,2551.12,29.24,0.873,0.849,0.954,High,MOIL official/public historical production trends
2022-11-01,2022,11,Chikla,21.65,79.7,11290.3,7366.24,3924.06,34.76,0.89,0.809,0.906,High,MOIL official/public historical production trends
2022-11-01,2022,11,Dongri Buzurg,21.95,80.15,14808.2,10326.55,4481.64,30.26,0.815,0.901,0.95,High,MOIL official/public historical production trends
2022-11-01,2022,11,Gumgaon,21.3,79.1,10270.19,7587.82,2682.37,26.12,0.893,0.845,0.98,High,MOIL official/public historical production trends
2022-11-01,2022,11,Kandri,21.35,79.05,10168.29,6209.39,3958.9,38.93,0.896,0.756,0.901,High,MOIL official/public historical production trends
2022-11-01,2022,11,Munsar,21.4,79.2,8773.92,6425.48,2348.43,26.77,0.88,0.895,0.93,High,MOIL official/public historical production trends
2022-11-01,2022,11,Sitapatore,21.5,79.3,10258.44,8924.96,1333.47,13.0,0.953,0.953,0.958,Medium,MOIL official/public historical production trends
2022-11-01,2022,11,Tirodi,21.7,80.0,15916.85,8698.35,7218.5,45.35,0.804,0.799,0.851,High,MOIL official/public historical production trends
2022-11-01,2022,11,Ukwa,21.8,80.1,16735.22,13147.85,3587.36,21.44,0.98,0.811,0.989,Medium,MOIL official/public historical production trends
2022-12-01,2022,12,Balaghat,21.84995,80.22672,23490.61,16806.6,6684.0,28.45,0.987,0.838,0.865,High,MOIL official/public historical production trends
2022-12-01,2022,12,Beldongri,21.45,79.85,10734.66,6725.29,4009.37,37.35,0.851,0.821,0.896,High,MOIL official/public historical production trends
2022-12-01,2022,12,Chikla,21.65,79.7,14240.05,10076.28,4163.77,29.24,0.908,0.828,0.942,High,MOIL official/public historical production trends
2022-12-01,2022,12,Dongri Buzurg,21.95,80.15,18826.64,11920.78,6905.85,36.68,0.855,0.853,0.868,High,MOIL official/public historical production trends
2022-12-01,2022,12,Gumgaon,21.3,79.1,11893.81,8225.73,3668.08,30.84,0.936,0.795,0.929,High,MOIL official/public historical production trends
2022-12-01,2022,12,Kandri,21.35,79.05,12542.36,8163.04,4379.32,34.92,0.821,0.892,0.888,High,MOIL official/public historical production trends
2022-12-01,2022,12,Munsar,21.4,79.2,11247.49,8949.11,2298.38,20.43,0.897,0.951,0.933,Medium,MOIL official/public historical production trends
2022-12-01,2022,12,Sitapatore,21.5,79.3,11724.6,10091.03,1633.57,13.93,0.927,0.988,0.94,Medium,MOIL official/public historical production trends
2022-12-01,2022,12,Tirodi,21.7,80.0,19016.52,13219.43,5797.09,30.48,0.977,0.807,0.882,High,MOIL official/public historical production trends
2022-12-01,2022,12,Ukwa,21.8,80.1,20185.56,16838.52,3347.04,16.58,0.882,0.96,0.985,Medium,MOIL official/public historical production trends
2023-01-01,2023,1,Balaghat,21.84995,80.22672,21295.52,15199.91,6095.61,28.62,0.847,0.945,0.891,High,MOIL official/public historical production trends
2023-01-01,2023,1,Beldongri,21.45,79.85,9760.43,6843.59,2916.84,29.88,0.885,0.917,0.864,High,MOIL official/public historical production trends
2023-01-01,2023,1,Chikla,21.65,79.7,12307.5,8599.33,3708.17,30.13,0.89,0.897,0.875,High,MOIL official/public historical production trends
2023-01-01,2023,1,Dongri Buzurg,21.95,80.15,16593.18,11217.47,5375.71,32.4,0.973,0.804,0.864,High,MOIL official/public historical production trends
2023-01-01,2023,1,Gumgaon,21.3,79.1,10291.39,8030.12,2261.27,21.97,0.928,0.902,0.932,Medium,MOIL official/public historical production trends
2023-01-01,2023,1,Kandri,21.35,79.05,10516.49,7672.64,2843.86,27.04,0.878,0.899,0.925,High,MOIL official/public historical production trends
2023-01-01,2023,1,Munsar,21.4,79.2,9916.6,6901.47,3015.13,30.4,0.827,0.924,0.911,High,MOIL official/public historical production trends
2023-01-01,2023,1,Sitapatore,21.5,79.3,10728.57,9332.02,1396.55,13.02,0.944,0.923,0.999,Medium,MOIL official/public historical production trends
2023-01-01,2023,1,Tirodi,21.7,80.0,15606.89,11173.31,4433.58,28.41,0.821,0.931,0.937,High,MOIL official/public historical production trends
2023-01-01,2023,1,Ukwa,21.8,80.1,17163.43,10630.95,6532.48,38.06,0.816,0.771,0.984,High,MOIL official/public historical production trends
2023-02-01,2023,2,Balaghat,21.84995,80.22672,20946.36,13196.59,7749.78,37.0,0.865,0.807,0.903,High,MOIL official/public historical production trends
2023-02-01,2023,2,Beldongri,21.45,79.85,9048.26,6083.86,2964.4,32.76,0.904,0.767,0.97,High,MOIL official/public historical production trends
2023-02-01,2023,2,Chikla,21.65,79.7,11833.2,9876.64,1956.56,16.53,0.908,0.97,0.948,Medium,MOIL official/public historical production trends
2023-02-01,2023,2,Dongri Buzurg,21.95,80.15,16262.65,11138.66,5123.99,31.51,0.865,0.833,0.95,High,MOIL official/public historical production trends
2023-02-01,2023,2,Gumgaon,21.3,79.1,11340.13,9024.31,2315.82,20.42,0.932,0.889,0.96,Medium,MOIL official/public historical production trends
2023-02-01,2023,2,Kandri,21.35,79.05,10768.55,7738.01,3030.54,28.14,0.812,0.891,0.994,High,MOIL official/public historical production trends
2023-02-01,2023,2,Munsar,21.4,79.2,9148.37,6388.83,2759.54,30.16,0.938,0.8,0.93,High,MOIL official/public historical production trends
2023-02-01,2023,2,Sitapatore,21.5,79.3,10370.32,7819.42,2550.9,24.6,0.89,0.939,0.902,Medium,MOIL official/public historical production trends
